NYSOFA County Code,County Name,Year,Meal Units Served,Meal Type
34,Orleans,1997,17556,Congregate Meals
34,Orleans,1997,34829,Home Delivered Meals
35,Oswego,1997,40867,Congregate Meals
35,Oswego,1997,233193,Home Delivered Meals
36,Otsego,1997,50739,Congregate Meals
36,Otsego,1997,96176,Home Delivered Meals
37,Putnam,1997,38800,Congregate Meals
37,Putnam,1997,16027,Home Delivered Meals
38,Rensselaer,1997,58770,Congregate Meals
38,Rensselaer,1997,100431,Home Delivered Meals
39,Rockland,1997,88364,Congregate Meals
39,Rockland,1997,196696,Home Delivered Meals
40,St. Lawrence,1997,63396,Congregate Meals
40,St. Lawrence,1997,80128,Home Delivered Meals
41,Saratoga,1997,61326,Congregate Meals
41,Saratoga,1997,172975,Home Delivered Meals
42,Schenectady,1997,50168,Congregate Meals
42,Schenectady,1997,149557,Home Delivered Meals
43,Schoharie,1997,8346,Congregate Meals
43,Schoharie,1997,36104,Home Delivered Meals
44,Schuyler,1997,18063,Congregate Meals
44,Schuyler,1997,23244,Home Delivered Meals
45,Seneca,1997,20011,Congregate Meals
45,Seneca,1997,35421,Home Delivered Meals
46,Steuben,1997,63548,Congregate Meals
46,Steuben,1997,135719,Home Delivered Meals
47,Suffolk,1997,303964,Congregate Meals
47,Suffolk,1997,317859,Home Delivered Meals
48,Sullivan,1997,27378,Congregate Meals
48,Sullivan,1997,45088,Home Delivered Meals
49,Tioga,1997,19032,Congregate Meals
49,Tioga,1997,40760,Home Delivered Meals
50,Tompkins,1997,30108,Congregate Meals
50,Tompkins,1997,64146,Home Delivered Meals
51,Ulster,1997,27630,Congregate Meals
51,Ulster,1997,79246,Home Delivered Meals
52,Warren/Hamilton,1997,61390,Congregate Meals
52,Warren/Hamilton,1997,150023,Home Delivered Meals
53,Washington,1997,24779,Congregate Meals
53,Washington,1997,105534,Home Delivered Meals
54,Wayne,1997,22474,Congregate Meals
54,Wayne,1997,40553,Home Delivered Meals
55,Westchester,1997,275449,Congregate Meals
55,Westchester,1997,250155,Home Delivered Meals
56,Wyoming,1997,3504,Congregate Meals
56,Wyoming,1997,44869,Home Delivered Meals
57,Yates,1997,21087,Congregate Meals
57,Yates,1997,16031,Home Delivered Meals
60,New York City,1997,9310980,Congregate Meals
60,New York City,1997,4570708,Home Delivered Meals
62,Seneca Nation,1997,13521,Congregate Meals
62,Seneca Nation,1997,19621,Home Delivered Meals
63,St. Regis,1997,7689,Congregate Meals
63,St. Regis,1997,12680,Home Delivered Meals
1,Albany,1998,115377,Congregate Meals
1,Albany,1998,315715,Home Delivered Meals
2,Allegany,1998,21009,Congregate Meals
2,Allegany,1998,76833,Home Delivered Meals
3,Broome,1998,106777,Congregate Meals
3,Broome,1998,138522,Home Delivered Meals
4,Cattaraugus,1998,84717,Congregate Meals
4,Cattaraugus,1998,99292,Home Delivered Meals
5,Cayuga,1998,23805,Congregate Meals
5,Cayuga,1998,76505,Home Delivered Meals
6,Chautauqua,1998,69241,Congregate Meals
6,Chautauqua,1998,231625,Home Delivered Meals
7,Chemung,1998,42608,Congregate Meals
7,Chemung,1998,60861,Home Delivered Meals
8,Chenango,1998,30072,Congregate Meals
8,Chenango,1998,64351,Home Delivered Meals
9,Clinton,1998,43748,Congregate Meals
9,Clinton,1998,121843,Home Delivered Meals
10,Columbia,1998,22755,Congregate Meals
10,Columbia,1998,85996,Home Delivered Meals
11,Cortland,1998,58776,Congregate Meals
11,Cortland,1998,78262,Home Delivered Meals
12,Delaware,1998,40142,Congregate Meals
12,Delaware,1998,52381,Home Delivered Meals
13,Dutchess,1998,46920,Congregate Meals
13,Dutchess,1998,101612,Home Delivered Meals
14,Erie,1998,486875,Congregate Meals
14,Erie,1998,729963,Home Delivered Meals
15,Essex,1998,43828,Congregate Meals
15,Essex,1998,106143,Home Delivered Meals
16,Franklin,1998,59707,Congregate Meals
16,Franklin,1998,110779,Home Delivered Meals
17,Fulton,1998,22595,Congregate Meals
17,Fulton,1998,92933,Home Delivered Meals
18,Genesee,1998,13610,Congregate Meals
18,Genesee,1998,49421,Home Delivered Meals
19,Greene,1998,34335,Congregate Meals
19,Greene,1998,62782,Home Delivered Meals
21,Herkimer,1998,25753,Congregate Meals
21,Herkimer,1998,51613,Home Delivered Meals
22,Jefferson,1998,38963,Congregate Meals
22,Jefferson,1998,101785,Home Delivered Meals
23,Lewis,1998,20262,Congregate Meals
23,Lewis,1998,24492,Home Delivered Meals
24,Livingston,1998,11192,Congregate Meals
24,Livingston,1998,35322,Home Delivered Meals
25,Madison,1998,40592,Congregate Meals
25,Madison,1998,92710,Home Delivered Meals
26,Monroe,1998,193067,Congregate Meals
26,Monroe,1998,153568,Home Delivered Meals
27,Montgomery,1998,23584,Congregate Meals
27,Montgomery,1998,107675,Home Delivered Meals
28,Nassau,1998,282587,Congregate Meals
28,Nassau,1998,383769,Home Delivered Meals
29,Niagara,1998,127700,Congregate Meals
29,Niagara,1998,98508,Home Delivered Meals
30,Oneida,1998,78284,Congregate Meals
30,Oneida,1998,204907,Home Delivered Meals
31,Onondaga,1998,209873,Congregate Meals
31,Onondaga,1998,184043,Home Delivered Meals
32,Ontario,1998,20678,Congregate Meals
32,Ontario,1998,83327,Home Delivered Meals
33,Orange,1998,65985,Congregate Meals
33,Orange,1998,133909,Home Delivered Meals
34,Orleans,1998,16253,Congregate Meals
34,Orleans,1998,37920,Home Delivered Meals
35,Oswego,1998,41106,Congregate Meals
35,Oswego,1998,264704,Home Delivered Meals
36,Otsego,1998,46393,Congregate Meals
36,Otsego,1998,94347,Home Delivered Meals
37,Putnam,1998,42152,Congregate Meals
37,Putnam,1998,20603,Home Delivered Meals
38,Rensselaer,1998,63073,Congregate Meals
38,Rensselaer,1998,111456,Home Delivered Meals
39,Rockland,1998,97313,Congregate Meals
39,Rockland,1998,196677,Home Delivered Meals
40,St. Lawrence,1998,59289,Congregate Meals
40,St. Lawrence,1998,89075,Home Delivered Meals
41,Saratoga,1998,62379,Congregate Meals
41,Saratoga,1998,197901,Home Delivered Meals
42,Schenectady,1998,49794,Congregate Meals
42,Schenectady,1998,158441,Home Delivered Meals
43,Schoharie,1998,8108,Congregate Meals
43,Schoharie,1998,41607,Home Delivered Meals
44,Schuyler,1998,16465,Congregate Meals
44,Schuyler,1998,23116,Home Delivered Meals
45,Seneca,1998,19911,Congregate Meals
45,Seneca,1998,37976,Home Delivered Meals
46,Steuben,1998,67871,Congregate Meals
46,Steuben,1998,136506,Home Delivered Meals
47,Suffolk,1998,303827,Congregate Meals
47,Suffolk,1998,345006,Home Delivered Meals
48,Sullivan,1998,30773,Congregate Meals
48,Sullivan,1998,46155,Home Delivered Meals
49,Tioga,1998,16095,Congregate Meals
49,Tioga,1998,45976,Home Delivered Meals
50,Tompkins,1998,31813,Congregate Meals
50,Tompkins,1998,68847,Home Delivered Meals
51,Ulster,1998,21958,Congregate Meals
51,Ulster,1998,95042,Home Delivered Meals
52,Warren/Hamilton,1998,56659,Congregate Meals
52,Warren/Hamilton,1998,148990,Home Delivered Meals
53,Washington,1998,27010,Congregate Meals
53,Washington,1998,120422,Home Delivered Meals
54,Wayne,1998,24533,Congregate Meals
54,Wayne,1998,42870,Home Delivered Meals
55,Westchester,1998,290619,Congregate Meals
55,Westchester,1998,285769,Home Delivered Meals
56,Wyoming,1998,4200,Congregate Meals
56,Wyoming,1998,46469,Home Delivered Meals
57,Yates,1998,17371,Congregate Meals
57,Yates,1998,16751,Home Delivered Meals
60,New York City,1998,9382758,Congregate Meals
60,New York City,1998,5057299,Home Delivered Meals
62,Seneca Nation,1998,13798,Congregate Meals
62,Seneca Nation,1998,17327,Home Delivered Meals
63,St. Regis,1998,7202,Congregate Meals
63,St. Regis,1998,15224,Home Delivered Meals
1,Albany,1999,98605,Congregate Meals
1,Albany,1999,293713,Home Delivered Meals
2,Allegany,1999,21308,Congregate Meals
2,Allegany,1999,79706,Home Delivered Meals
3,Broome,1999,103959,Congregate Meals
3,Broome,1999,135490,Home Delivered Meals
4,Cattaraugus,1999,81586,Congregate Meals
4,Cattaraugus,1999,109566,Home Delivered Meals
5,Cayuga,1999,22966,Congregate Meals
5,Cayuga,1999,76553,Home Delivered Meals
6,Chautauqua,1999,72480,Congregate Meals
6,Chautauqua,1999,248891,Home Delivered Meals
7,Chemung,1999,40845,Congregate Meals
7,Chemung,1999,55672,Home Delivered Meals
8,Chenango,1999,27227,Congregate Meals
8,Chenango,1999,69310,Home Delivered Meals
9,Clinton,1999,40866,Congregate Meals
9,Clinton,1999,122846,Home Delivered Meals
10,Columbia,1999,20609,Congregate Meals
10,Columbia,1999,88250,Home Delivered Meals
11,Cortland,1999,57336,Congregate Meals
11,Cortland,1999,86666,Home Delivered Meals
12,Delaware,1999,39653,Congregate Meals
12,Delaware,1999,52431,Home Delivered Meals
13,Dutchess,1999,46777,Congregate Meals
13,Dutchess,1999,103600,Home Delivered Meals
14,Erie,1999,479693,Congregate Meals
14,Erie,1999,724434,Home Delivered Meals
15,Essex,1999,45599,Congregate Meals
15,Essex,1999,104841,Home Delivered Meals
16,Franklin,1999,58948,Congregate Meals
16,Franklin,1999,108161,Home Delivered Meals
17,Fulton,1999,22680,Congregate Meals
17,Fulton,1999,93478,Home Delivered Meals
18,Genesee,1999,12518,Congregate Meals
18,Genesee,1999,48867,Home Delivered Meals
19,Greene,1999,32419,Congregate Meals
19,Greene,1999,63518,Home Delivered Meals
21,Herkimer,1999,25499,Congregate Meals
21,Herkimer,1999,56225,Home Delivered Meals
22,Jefferson,1999,41259,Congregate Meals
22,Jefferson,1999,110252,Home Delivered Meals
23,Lewis,1999,18969,Congregate Meals
23,Lewis,1999,29744,Home Delivered Meals
24,Livingston,1999,10270,Congregate Meals
24,Livingston,1999,36117,Home Delivered Meals
25,Madison,1999,40306,Congregate Meals
25,Madison,1999,97088,Home Delivered Meals
26,Monroe,1999,183030,Congregate Meals
26,Monroe,1999,142001,Home Delivered Meals
27,Montgomery,1999,17038,Congregate Meals
27,Montgomery,1999,104549,Home Delivered Meals
28,Nassau,1999,281203,Congregate Meals
28,Nassau,1999,383676,Home Delivered Meals
29,Niagara,1999,128682,Congregate Meals
29,Niagara,1999,74801,Home Delivered Meals
30,Oneida,1999,78197,Congregate Meals
30,Oneida,1999,195314,Home Delivered Meals
31,Onondaga,1999,202767,Congregate Meals
31,Onondaga,1999,176041,Home Delivered Meals
32,Ontario,1999,19735,Congregate Meals
32,Ontario,1999,84718,Home Delivered Meals
33,Orange,1999,61354,Congregate Meals
33,Orange,1999,125521,Home Delivered Meals
34,Orleans,1999,15022,Congregate Meals
34,Orleans,1999,38895,Home Delivered Meals
35,Oswego,1999,39836,Congregate Meals
35,Oswego,1999,284234,Home Delivered Meals
36,Otsego,1999,42216,Congregate Meals
36,Otsego,1999,85687,Home Delivered Meals
37,Putnam,1999,41560,Congregate Meals
37,Putnam,1999,19758,Home Delivered Meals
38,Rensselaer,1999,56482,Congregate Meals
38,Rensselaer,1999,109782,Home Delivered Meals
39,Rockland,1999,83327,Congregate Meals
39,Rockland,1999,187735,Home Delivered Meals
40,St. Lawrence,1999,55491,Congregate Meals
40,St. Lawrence,1999,102270,Home Delivered Meals
41,Saratoga,1999,66267,Congregate Meals
41,Saratoga,1999,180606,Home Delivered Meals
42,Schenectady,1999,49278,Congregate Meals
42,Schenectady,1999,164100,Home Delivered Meals
43,Schoharie,1999,8784,Congregate Meals
43,Schoharie,1999,41760,Home Delivered Meals
44,Schuyler,1999,16349,Congregate Meals
44,Schuyler,1999,24046,Home Delivered Meals
45,Seneca,1999,19728,Congregate Meals
45,Seneca,1999,39208,Home Delivered Meals
46,Steuben,1999,68999,Congregate Meals
46,Steuben,1999,132148,Home Delivered Meals
47,Suffolk,1999,308914,Congregate Meals
47,Suffolk,1999,353080,Home Delivered Meals
48,Sullivan,1999,30831,Congregate Meals
48,Sullivan,1999,53945,Home Delivered Meals
49,Tioga,1999,13688,Congregate Meals
49,Tioga,1999,41667,Home Delivered Meals
50,Tompkins,1999,31871,Congregate Meals
50,Tompkins,1999,71064,Home Delivered Meals
51,Ulster,1999,21064,Congregate Meals
51,Ulster,1999,107258,Home Delivered Meals
52,Warren/Hamilton,1999,51325,Congregate Meals
52,Warren/Hamilton,1999,138218,Home Delivered Meals
53,Washington,1999,36437,Congregate Meals
53,Washington,1999,130597,Home Delivered Meals
54,Wayne,1999,22898,Congregate Meals
54,Wayne,1999,38970,Home Delivered Meals
55,Westchester,1999,282865,Congregate Meals
55,Westchester,1999,285893,Home Delivered Meals
56,Wyoming,1999,3603,Congregate Meals
56,Wyoming,1999,42314,Home Delivered Meals
57,Yates,1999,20675,Congregate Meals
57,Yates,1999,15365,Home Delivered Meals
60,New York City,1999,8915612,Congregate Meals
60,New York City,1999,4938563,Home Delivered Meals
62,Seneca Nation,1999,11022,Congregate Meals
62,Seneca Nation,1999,16306,Home Delivered Meals
63,St. Regis,1999,8198,Congregate Meals
63,St. Regis,1999,17677,Home Delivered Meals
1,Albany,2000,101203,Congregate Meals
1,Albany,2000,254796,Home Delivered Meals
2,Allegany,2000,22419,Congregate Meals
2,Allegany,2000,80604,Home Delivered Meals
3,Broome,2000,99412,Congregate Meals
3,Broome,2000,139566,Home Delivered Meals
4,Cattaraugus,2000,87310,Congregate Meals
4,Cattaraugus,2000,108293,Home Delivered Meals
5,Cayuga,2000,24149,Congregate Meals
5,Cayuga,2000,72866,Home Delivered Meals
6,Chautauqua,2000,70981,Congregate Meals
6,Chautauqua,2000,251124,Home Delivered Meals
7,Chemung,2000,41386,Congregate Meals
7,Chemung,2000,65557,Home Delivered Meals
8,Chenango,2000,28296,Congregate Meals
8,Chenango,2000,77241,Home Delivered Meals
9,Clinton,2000,41715,Congregate Meals
9,Clinton,2000,119871,Home Delivered Meals
10,Columbia,2000,20973,Congregate Meals
10,Columbia,2000,81761,Home Delivered Meals
11,Cortland,2000,56271,Congregate Meals
11,Cortland,2000,79773,Home Delivered Meals
12,Delaware,2000,37231,Congregate Meals
12,Delaware,2000,49467,Home Delivered Meals
13,Dutchess,2000,45860,Congregate Meals
13,Dutchess,2000,96606,Home Delivered Meals
14,Erie,2000,473636,Congregate Meals
14,Erie,2000,755383,Home Delivered Meals
15,Essex,2000,45467,Congregate Meals
15,Essex,2000,112207,Home Delivered Meals
16,Franklin,2000,60143,Congregate Meals
16,Franklin,2000,101176,Home Delivered Meals
17,Fulton,2000,20837,Congregate Meals
17,Fulton,2000,91581,Home Delivered Meals
18,Genesee,2000,16340,Congregate Meals
18,Genesee,2000,47287,Home Delivered Meals
19,Greene,2000,32345,Congregate Meals
19,Greene,2000,64154,Home Delivered Meals
21,Herkimer,2000,24208,Congregate Meals
21,Herkimer,2000,64184,Home Delivered Meals
22,Jefferson,2000,43716,Congregate Meals
22,Jefferson,2000,112824,Home Delivered Meals
23,Lewis,2000,20130,Congregate Meals
23,Lewis,2000,28240,Home Delivered Meals
24,Livingston,2000,10196,Congregate Meals
24,Livingston,2000,37296,Home Delivered Meals
25,Madison,2000,43239,Congregate Meals
25,Madison,2000,96340,Home Delivered Meals
26,Monroe,2000,181992,Congregate Meals
26,Monroe,2000,152995,Home Delivered Meals
27,Montgomery,2000,15205,Congregate Meals
27,Montgomery,2000,92035,Home Delivered Meals
28,Nassau,2000,276416,Congregate Meals
28,Nassau,2000,378452,Home Delivered Meals
29,Niagara,2000,128358,Congregate Meals
29,Niagara,2000,77251,Home Delivered Meals
30,Oneida,2000,79568,Congregate Meals
30,Oneida,2000,227260,Home Delivered Meals
31,Onondaga,2000,192939,Congregate Meals
31,Onondaga,2000,161820,Home Delivered Meals
32,Ontario,2000,22152,Congregate Meals
32,Ontario,2000,87546,Home Delivered Meals
33,Orange,2000,57272,Congregate Meals
33,Orange,2000,125283,Home Delivered Meals
34,Orleans,2000,14528,Congregate Meals
34,Orleans,2000,42103,Home Delivered Meals
35,Oswego,2000,40084,Congregate Meals
35,Oswego,2000,272435,Home Delivered Meals
36,Otsego,2000,45263,Congregate Meals
36,Otsego,2000,94524,Home Delivered Meals
37,Putnam,2000,42017,Congregate Meals
37,Putnam,2000,22678,Home Delivered Meals
38,Rensselaer,2000,49253,Congregate Meals
38,Rensselaer,2000,116004,Home Delivered Meals
39,Rockland,2000,86902,Congregate Meals
39,Rockland,2000,101137,Home Delivered Meals
40,St. Lawrence,2000,56629,Congregate Meals
40,St. Lawrence,2000,99850,Home Delivered Meals
41,Saratoga,2000,72145,Congregate Meals
41,Saratoga,2000,182131,Home Delivered Meals
42,Schenectady,2000,47364,Congregate Meals
42,Schenectady,2000,151161,Home Delivered Meals
43,Schoharie,2000,8743,Congregate Meals
43,Schoharie,2000,39375,Home Delivered Meals
44,Schuyler,2000,15266,Congregate Meals
44,Schuyler,2000,24089,Home Delivered Meals
45,Seneca,2000,19481,Congregate Meals
45,Seneca,2000,39384,Home Delivered Meals
46,Steuben,2000,66664,Congregate Meals
46,Steuben,2000,108699,Home Delivered Meals
47,Suffolk,2000,301871,Congregate Meals
47,Suffolk,2000,359495,Home Delivered Meals
48,Sullivan,2000,30996,Congregate Meals
48,Sullivan,2000,61567,Home Delivered Meals
49,Tioga,2000,11545,Congregate Meals
49,Tioga,2000,42371,Home Delivered Meals
50,Tompkins,2000,30515,Congregate Meals
50,Tompkins,2000,84446,Home Delivered Meals
51,Ulster,2000,21147,Congregate Meals
51,Ulster,2000,114626,Home Delivered Meals
52,Warren/Hamilton,2000,50808,Congregate Meals
52,Warren/Hamilton,2000,137351,Home Delivered Meals
53,Washington,2000,33744,Congregate Meals
53,Washington,2000,128832,Home Delivered Meals
54,Wayne,2000,23641,Congregate Meals
54,Wayne,2000,43820,Home Delivered Meals
55,Westchester,2000,272592,Congregate Meals
55,Westchester,2000,275536,Home Delivered Meals
56,Wyoming,2000,4823,Congregate Meals
56,Wyoming,2000,42409,Home Delivered Meals
57,Yates,2000,19400,Congregate Meals
57,Yates,2000,13312,Home Delivered Meals
60,New York City,2000,8794055,Congregate Meals
60,New York City,2000,5601467,Home Delivered Meals
62,Seneca Nation,2000,10467,Congregate Meals
62,Seneca Nation,2000,15434,Home Delivered Meals
63,St. Regis,2000,7058,Congregate Meals
63,St. Regis,2000,13900,Home Delivered Meals
1,Albany,2001,100226,Congregate Meals
1,Albany,2001,252368,Home Delivered Meals
2,Allegany,2001,23574,Congregate Meals
2,Allegany,2001,85167,Home Delivered Meals
3,Broome,2001,106081,Congregate Meals
3,Broome,2001,149067,Home Delivered Meals
4,Cattaraugus,2001,82274,Congregate Meals
4,Cattaraugus,2001,117429,Home Delivered Meals
5,Cayuga,2001,22135,Congregate Meals
5,Cayuga,2001,82679,Home Delivered Meals
6,Chautauqua,2001,65030,Congregate Meals
6,Chautauqua,2001,195864,Home Delivered Meals
7,Chemung,2001,45261,Congregate Meals
7,Chemung,2001,61225,Home Delivered Meals
8,Chenango,2001,24703,Congregate Meals
8,Chenango,2001,82882,Home Delivered Meals
9,Clinton,2001,42272,Congregate Meals
9,Clinton,2001,117372,Home Delivered Meals
10,Columbia,2001,20256,Congregate Meals
10,Columbia,2001,75910,Home Delivered Meals
11,Cortland,2001,55321,Congregate Meals
11,Cortland,2001,77805,Home Delivered Meals
12,Delaware,2001,34429,Congregate Meals
12,Delaware,2001,51849,Home Delivered Meals
13,Dutchess,2001,45586,Congregate Meals
13,Dutchess,2001,97285,Home Delivered Meals
14,Erie,2001,475292,Congregate Meals
14,Erie,2001,793472,Home Delivered Meals
15,Essex,2001,44882,Congregate Meals
15,Essex,2001,119268,Home Delivered Meals
16,Franklin,2001,58501,Congregate Meals
16,Franklin,2001,98846,Home Delivered Meals
17,Fulton,2001,20401,Congregate Meals
17,Fulton,2001,95289,Home Delivered Meals
18,Genesee,2001,15859,Congregate Meals
18,Genesee,2001,42309,Home Delivered Meals
19,Greene,2001,29482,Congregate Meals
19,Greene,2001,65621,Home Delivered Meals
21,Herkimer,2001,21773,Congregate Meals
21,Herkimer,2001,67043,Home Delivered Meals
22,Jefferson,2001,43097,Congregate Meals
22,Jefferson,2001,99649,Home Delivered Meals
23,Lewis,2001,20320,Congregate Meals
23,Lewis,2001,28590,Home Delivered Meals
24,Livingston,2001,10127,Congregate Meals
24,Livingston,2001,39505,Home Delivered Meals
25,Madison,2001,43734,Congregate Meals
25,Madison,2001,101261,Home Delivered Meals
26,Monroe,2001,179140,Congregate Meals
26,Monroe,2001,143590,Home Delivered Meals
27,Montgomery,2001,14546,Congregate Meals
27,Montgomery,2001,71688,Home Delivered Meals
28,Nassau,2001,271625,Congregate Meals
28,Nassau,2001,380933,Home Delivered Meals
29,Niagara,2001,126076,Congregate Meals
29,Niagara,2001,80298,Home Delivered Meals
30,Oneida,2001,74894,Congregate Meals
30,Oneida,2001,223985,Home Delivered Meals
31,Onondaga,2001,202830,Congregate Meals
31,Onondaga,2001,172610,Home Delivered Meals
32,Ontario,2001,21499,Congregate Meals
32,Ontario,2001,92544,Home Delivered Meals
33,Orange,2001,54699,Congregate Meals
33,Orange,2001,133032,Home Delivered Meals
34,Orleans,2001,11975,Congregate Meals
34,Orleans,2001,31014,Home Delivered Meals
35,Oswego,2001,37984,Congregate Meals
35,Oswego,2001,263750,Home Delivered Meals
36,Otsego,2001,42570,Congregate Meals
36,Otsego,2001,101958,Home Delivered Meals
37,Putnam,2001,48364,Congregate Meals
37,Putnam,2001,19244,Home Delivered Meals
38,Rensselaer,2001,48908,Congregate Meals
38,Rensselaer,2001,116102,Home Delivered Meals
39,Rockland,2001,61802,Congregate Meals
39,Rockland,2001,64207,Home Delivered Meals
40,St. Lawrence,2001,52886,Congregate Meals
40,St. Lawrence,2001,98331,Home Delivered Meals
41,Saratoga,2001,72802,Congregate Meals
41,Saratoga,2001,189584,Home Delivered Meals
42,Schenectady,2001,40408,Congregate Meals
42,Schenectady,2001,125262,Home Delivered Meals
43,Schoharie,2001,9012,Congregate Meals
43,Schoharie,2001,41423,Home Delivered Meals
44,Schuyler,2001,13759,Congregate Meals
44,Schuyler,2001,25215,Home Delivered Meals
45,Seneca,2001,18286,Congregate Meals
45,Seneca,2001,39901,Home Delivered Meals
46,Steuben,2001,65131,Congregate Meals
46,Steuben,2001,113659,Home Delivered Meals
47,Suffolk,2001,283348,Congregate Meals
47,Suffolk,2001,362552,Home Delivered Meals
48,Sullivan,2001,30385,Congregate Meals
48,Sullivan,2001,56164,Home Delivered Meals
49,Tioga,2001,10578,Congregate Meals
49,Tioga,2001,40963,Home Delivered Meals
50,Tompkins,2001,27537,Congregate Meals
50,Tompkins,2001,109967,Home Delivered Meals
51,Ulster,2001,22179,Congregate Meals
51,Ulster,2001,120506,Home Delivered Meals
52,Warren/Hamilton,2001,50659,Congregate Meals
52,Warren/Hamilton,2001,132845,Home Delivered Meals
53,Washington,2001,32760,Congregate Meals
53,Washington,2001,123167,Home Delivered Meals
54,Wayne,2001,23957,Congregate Meals
54,Wayne,2001,47098,Home Delivered Meals
55,Westchester,2001,248522,Congregate Meals
55,Westchester,2001,275110,Home Delivered Meals
56,Wyoming,2001,7417,Congregate Meals
56,Wyoming,2001,43629,Home Delivered Meals
57,Yates,2001,19636,Congregate Meals
57,Yates,2001,15620,Home Delivered Meals
60,New York City,2001,9251619,Congregate Meals
60,New York City,2001,5797520,Home Delivered Meals
62,Seneca Nation,2001,9851,Congregate Meals
62,Seneca Nation,2001,13056,Home Delivered Meals
63,St. Regis,2001,7332,Congregate Meals
63,St. Regis,2001,11941,Home Delivered Meals
1,Albany,2002,91648,Congregate Meals
1,Albany,2002,262195,Home Delivered Meals
2,Allegany,2002,22753,Congregate Meals
2,Allegany,2002,90562,Home Delivered Meals
3,Broome,2002,107066,Congregate Meals
3,Broome,2002,149892,Home Delivered Meals
4,Cattaraugus,2002,71042,Congregate Meals
4,Cattaraugus,2002,116330,Home Delivered Meals
5,Cayuga,2002,21895,Congregate Meals
5,Cayuga,2002,91308,Home Delivered Meals
6,Chautauqua,2002,49832,Congregate Meals
6,Chautauqua,2002,180952,Home Delivered Meals
7,Chemung,2002,42244,Congregate Meals
7,Chemung,2002,51331,Home Delivered Meals
8,Chenango,2002,20629,Congregate Meals
8,Chenango,2002,75935,Home Delivered Meals
9,Clinton,2002,39324,Congregate Meals
9,Clinton,2002,117849,Home Delivered Meals
10,Columbia,2002,19773,Congregate Meals
10,Columbia,2002,74053,Home Delivered Meals
11,Cortland,2002,54037,Congregate Meals
11,Cortland,2002,75063,Home Delivered Meals
12,Delaware,2002,31089,Congregate Meals
12,Delaware,2002,48713,Home Delivered Meals
13,Dutchess,2002,38827,Congregate Meals
13,Dutchess,2002,101444,Home Delivered Meals
14,Erie,2002,457742,Congregate Meals
14,Erie,2002,812302,Home Delivered Meals
15,Essex,2002,46303,Congregate Meals
15,Essex,2002,128414,Home Delivered Meals
16,Franklin,2002,50361,Congregate Meals
16,Franklin,2002,101681,Home Delivered Meals
17,Fulton,2002,20881,Congregate Meals
17,Fulton,2002,91202,Home Delivered Meals
18,Genesee,2002,14925,Congregate Meals
18,Genesee,2002,40176,Home Delivered Meals
19,Greene,2002,26314,Congregate Meals
19,Greene,2002,70132,Home Delivered Meals
21,Herkimer,2002,22067,Congregate Meals
21,Herkimer,2002,70625,Home Delivered Meals
22,Jefferson,2002,39804,Congregate Meals
22,Jefferson,2002,90609,Home Delivered Meals
23,Lewis,2002,18835,Congregate Meals
23,Lewis,2002,36242,Home Delivered Meals
24,Livingston,2002,11471,Congregate Meals
24,Livingston,2002,39006,Home Delivered Meals
25,Madison,2002,41701,Congregate Meals
25,Madison,2002,111393,Home Delivered Meals
26,Monroe,2002,179924,Congregate Meals
26,Monroe,2002,155640,Home Delivered Meals
27,Montgomery,2002,15730,Congregate Meals
27,Montgomery,2002,79172,Home Delivered Meals
28,Nassau,2002,273555,Congregate Meals
28,Nassau,2002,393934,Home Delivered Meals
29,Niagara,2002,124172,Congregate Meals
29,Niagara,2002,86292,Home Delivered Meals
30,Oneida,2002,75249,Congregate Meals
30,Oneida,2002,183814,Home Delivered Meals
31,Onondaga,2002,201601,Congregate Meals
31,Onondaga,2002,157722,Home Delivered Meals
32,Ontario,2002,19345,Congregate Meals
32,Ontario,2002,85010,Home Delivered Meals
33,Orange,2002,43258,Congregate Meals
33,Orange,2002,136732,Home Delivered Meals
34,Orleans,2002,9891,Congregate Meals
34,Orleans,2002,31885,Home Delivered Meals
35,Oswego,2002,33862,Congregate Meals
35,Oswego,2002,258904,Home Delivered Meals
36,Otsego,2002,42817,Congregate Meals
36,Otsego,2002,98670,Home Delivered Meals
37,Putnam,2002,48954,Congregate Meals
37,Putnam,2002,19016,Home Delivered Meals
38,Rensselaer,2002,46187,Congregate Meals
38,Rensselaer,2002,115099,Home Delivered Meals
39,Rockland,2002,62316,Congregate Meals
39,Rockland,2002,69306,Home Delivered Meals
40,St. Lawrence,2002,54010,Congregate Meals
40,St. Lawrence,2002,86217,Home Delivered Meals
41,Saratoga,2002,68371,Congregate Meals
41,Saratoga,2002,192225,Home Delivered Meals
42,Schenectady,2002,41292,Congregate Meals
42,Schenectady,2002,117439,Home Delivered Meals
43,Schoharie,2002,8484,Congregate Meals
43,Schoharie,2002,44251,Home Delivered Meals
44,Schuyler,2002,12055,Congregate Meals
44,Schuyler,2002,25262,Home Delivered Meals
45,Seneca,2002,18080,Congregate Meals
45,Seneca,2002,35889,Home Delivered Meals
46,Steuben,2002,52704,Congregate Meals
46,Steuben,2002,104194,Home Delivered Meals
47,Suffolk,2002,283811,Congregate Meals
47,Suffolk,2002,351358,Home Delivered Meals
48,Sullivan,2002,28355,Congregate Meals
48,Sullivan,2002,53901,Home Delivered Meals
49,Tioga,2002,10951,Congregate Meals
49,Tioga,2002,38166,Home Delivered Meals
50,Tompkins,2002,29236,Congregate Meals
