NYSOFA County Code,County Name,Year,Meal Units Served,Meal Type
50,Tompkins,2002,113990,Home Delivered Meals
51,Ulster,2002,21856,Congregate Meals
51,Ulster,2002,127282,Home Delivered Meals
52,Warren/Hamilton,2002,48755,Congregate Meals
52,Warren/Hamilton,2002,133696,Home Delivered Meals
53,Washington,2002,29431,Congregate Meals
53,Washington,2002,124340,Home Delivered Meals
54,Wayne,2002,20984,Congregate Meals
54,Wayne,2002,53155,Home Delivered Meals
55,Westchester,2002,257003,Congregate Meals
55,Westchester,2002,289558,Home Delivered Meals
56,Wyoming,2002,7629,Congregate Meals
56,Wyoming,2002,42963,Home Delivered Meals
57,Yates,2002,19530,Congregate Meals
57,Yates,2002,17481,Home Delivered Meals
60,New York City,2002,8759081,Congregate Meals
60,New York City,2002,5017403,Home Delivered Meals
62,Seneca Nation,2002,9173,Congregate Meals
62,Seneca Nation,2002,13991,Home Delivered Meals
63,St. Regis,2002,7939,Congregate Meals
63,St. Regis,2002,12313,Home Delivered Meals
1,Albany,2003,69566,Congregate Meals
1,Albany,2003,226882,Home Delivered Meals
2,Allegany,2003,24194,Congregate Meals
2,Allegany,2003,89137,Home Delivered Meals
3,Broome,2003,115046,Congregate Meals
3,Broome,2003,155106,Home Delivered Meals
4,Cattaraugus,2003,77680,Congregate Meals
4,Cattaraugus,2003,117432,Home Delivered Meals
5,Cayuga,2003,16499,Congregate Meals
5,Cayuga,2003,89988,Home Delivered Meals
6,Chautauqua,2003,44361,Congregate Meals
6,Chautauqua,2003,195776,Home Delivered Meals
7,Chemung,2003,40023,Congregate Meals
7,Chemung,2003,47714,Home Delivered Meals
8,Chenango,2003,20894,Congregate Meals
8,Chenango,2003,69549,Home Delivered Meals
9,Clinton,2003,43124,Congregate Meals
9,Clinton,2003,118265,Home Delivered Meals
10,Columbia,2003,17754,Congregate Meals
10,Columbia,2003,73768,Home Delivered Meals
11,Cortland,2003,52002,Congregate Meals
11,Cortland,2003,71077,Home Delivered Meals
12,Delaware,2003,31431,Congregate Meals
12,Delaware,2003,45886,Home Delivered Meals
13,Dutchess,2003,43967,Congregate Meals
13,Dutchess,2003,108534,Home Delivered Meals
14,Erie,2003,446463,Congregate Meals
14,Erie,2003,827776,Home Delivered Meals
15,Essex,2003,47187,Congregate Meals
15,Essex,2003,127960,Home Delivered Meals
16,Franklin,2003,45237,Congregate Meals
16,Franklin,2003,94552,Home Delivered Meals
17,Fulton,2003,20729,Congregate Meals
17,Fulton,2003,91918,Home Delivered Meals
18,Genesee,2003,13011,Congregate Meals
18,Genesee,2003,38509,Home Delivered Meals
19,Greene,2003,25960,Congregate Meals
19,Greene,2003,70737,Home Delivered Meals
21,Herkimer,2003,20913,Congregate Meals
21,Herkimer,2003,69777,Home Delivered Meals
22,Jefferson,2003,37386,Congregate Meals
22,Jefferson,2003,94250,Home Delivered Meals
23,Lewis,2003,17657,Congregate Meals
23,Lewis,2003,35964,Home Delivered Meals
24,Livingston,2003,11411,Congregate Meals
24,Livingston,2003,41243,Home Delivered Meals
25,Madison,2003,56713,Congregate Meals
25,Madison,2003,105101,Home Delivered Meals
26,Monroe,2003,174491,Congregate Meals
26,Monroe,2003,134047,Home Delivered Meals
27,Montgomery,2003,11421,Congregate Meals
27,Montgomery,2003,80818,Home Delivered Meals
28,Nassau,2003,260368,Congregate Meals
28,Nassau,2003,400167,Home Delivered Meals
29,Niagara,2003,125178,Congregate Meals
29,Niagara,2003,96762,Home Delivered Meals
30,Oneida,2003,73032,Congregate Meals
30,Oneida,2003,215890,Home Delivered Meals
31,Onondaga,2003,185128,Congregate Meals
31,Onondaga,2003,133599,Home Delivered Meals
32,Ontario,2003,13732,Congregate Meals
32,Ontario,2003,82348,Home Delivered Meals
33,Orange,2003,34207,Congregate Meals
33,Orange,2003,141417,Home Delivered Meals
34,Orleans,2003,9639,Congregate Meals
34,Orleans,2003,27654,Home Delivered Meals
35,Oswego,2003,31457,Congregate Meals
35,Oswego,2003,289888,Home Delivered Meals
36,Otsego,2003,38122,Congregate Meals
36,Otsego,2003,73483,Home Delivered Meals
37,Putnam,2003,48980,Congregate Meals
37,Putnam,2003,17869,Home Delivered Meals
38,Rensselaer,2003,42925,Congregate Meals
38,Rensselaer,2003,110757,Home Delivered Meals
39,Rockland,2003,58219,Congregate Meals
39,Rockland,2003,64034,Home Delivered Meals
40,St. Lawrence,2003,52567,Congregate Meals
40,St. Lawrence,2003,80844,Home Delivered Meals
41,Saratoga,2003,59883,Congregate Meals
41,Saratoga,2003,179956,Home Delivered Meals
42,Schenectady,2003,45114,Congregate Meals
42,Schenectady,2003,115778,Home Delivered Meals
43,Schoharie,2003,8380,Congregate Meals
43,Schoharie,2003,42733,Home Delivered Meals
44,Schuyler,2003,13528,Congregate Meals
44,Schuyler,2003,26833,Home Delivered Meals
45,Seneca,2003,17188,Congregate Meals
45,Seneca,2003,36986,Home Delivered Meals
46,Steuben,2003,52451,Congregate Meals
46,Steuben,2003,107352,Home Delivered Meals
47,Suffolk,2003,280952,Congregate Meals
47,Suffolk,2003,382681,Home Delivered Meals
48,Sullivan,2003,24268,Congregate Meals
48,Sullivan,2003,77707,Home Delivered Meals
49,Tioga,2003,9500,Congregate Meals
49,Tioga,2003,44491,Home Delivered Meals
50,Tompkins,2003,31307,Congregate Meals
50,Tompkins,2003,115483,Home Delivered Meals
51,Ulster,2003,18772,Congregate Meals
51,Ulster,2003,130119,Home Delivered Meals
52,Warren/Hamilton,2003,51432,Congregate Meals
52,Warren/Hamilton,2003,136297,Home Delivered Meals
53,Washington,2003,23513,Congregate Meals
53,Washington,2003,96749,Home Delivered Meals
54,Wayne,2003,20264,Congregate Meals
54,Wayne,2003,47898,Home Delivered Meals
55,Westchester,2003,242033,Congregate Meals
55,Westchester,2003,274334,Home Delivered Meals
56,Wyoming,2003,7936,Congregate Meals
56,Wyoming,2003,45774,Home Delivered Meals
57,Yates,2003,16768,Congregate Meals
57,Yates,2003,16931,Home Delivered Meals
60,New York City,2003,8421753,Congregate Meals
60,New York City,2003,5396117,Home Delivered Meals
62,Seneca Nation,2003,9263,Congregate Meals
62,Seneca Nation,2003,15722,Home Delivered Meals
63,St. Regis,2003,8801,Congregate Meals
63,St. Regis,2003,14046,Home Delivered Meals
1,Albany,2004,67933,Congregate Meals
1,Albany,2004,212152,Home Delivered Meals
2,Allegany,2004,21841,Congregate Meals
2,Allegany,2004,88010,Home Delivered Meals
3,Broome,2004,114982,Congregate Meals
3,Broome,2004,170206,Home Delivered Meals
4,Cattaraugus,2004,72709,Congregate Meals
4,Cattaraugus,2004,117043,Home Delivered Meals
5,Cayuga,2004,15092,Congregate Meals
5,Cayuga,2004,72130,Home Delivered Meals
6,Chautauqua,2004,53786,Congregate Meals
6,Chautauqua,2004,194488,Home Delivered Meals
7,Chemung,2004,43560,Congregate Meals
7,Chemung,2004,44802,Home Delivered Meals
8,Chenango,2004,21047,Congregate Meals
8,Chenango,2004,65331,Home Delivered Meals
9,Clinton,2004,44319,Congregate Meals
9,Clinton,2004,122900,Home Delivered Meals
10,Columbia,2004,18204,Congregate Meals
10,Columbia,2004,76912,Home Delivered Meals
11,Cortland,2004,55159,Congregate Meals
11,Cortland,2004,72354,Home Delivered Meals
12,Delaware,2004,32529,Congregate Meals
12,Delaware,2004,47052,Home Delivered Meals
13,Dutchess,2004,44516,Congregate Meals
13,Dutchess,2004,108837,Home Delivered Meals
14,Erie,2004,432925,Congregate Meals
14,Erie,2004,748575,Home Delivered Meals
15,Essex,2004,48215,Congregate Meals
15,Essex,2004,128991,Home Delivered Meals
16,Franklin,2004,49795,Congregate Meals
16,Franklin,2004,103401,Home Delivered Meals
17,Fulton,2004,19781,Congregate Meals
17,Fulton,2004,87394,Home Delivered Meals
18,Genesee,2004,9662,Congregate Meals
18,Genesee,2004,37248,Home Delivered Meals
19,Greene,2004,26559,Congregate Meals
19,Greene,2004,65196,Home Delivered Meals
21,Herkimer,2004,20588,Congregate Meals
21,Herkimer,2004,65704,Home Delivered Meals
22,Jefferson,2004,34884,Congregate Meals
22,Jefferson,2004,97105,Home Delivered Meals
23,Lewis,2004,19875,Congregate Meals
23,Lewis,2004,37617,Home Delivered Meals
24,Livingston,2004,12165,Congregate Meals
24,Livingston,2004,40468,Home Delivered Meals
25,Madison,2004,47870,Congregate Meals
25,Madison,2004,102485,Home Delivered Meals
26,Monroe,2004,181603,Congregate Meals
26,Monroe,2004,147850,Home Delivered Meals
27,Montgomery,2004,16624,Congregate Meals
27,Montgomery,2004,88791,Home Delivered Meals
28,Nassau,2004,263594,Congregate Meals
28,Nassau,2004,417136,Home Delivered Meals
29,Niagara,2004,118261,Congregate Meals
29,Niagara,2004,93672,Home Delivered Meals
30,Oneida,2004,71443,Congregate Meals
30,Oneida,2004,291684,Home Delivered Meals
31,Onondaga,2004,177253,Congregate Meals
31,Onondaga,2004,136720,Home Delivered Meals
32,Ontario,2004,12570,Congregate Meals
32,Ontario,2004,87107,Home Delivered Meals
33,Orange,2004,34897,Congregate Meals
33,Orange,2004,140199,Home Delivered Meals
34,Orleans,2004,9924,Congregate Meals
34,Orleans,2004,26064,Home Delivered Meals
35,Oswego,2004,25572,Congregate Meals
35,Oswego,2004,219482,Home Delivered Meals
36,Otsego,2004,37880,Congregate Meals
36,Otsego,2004,70868,Home Delivered Meals
37,Putnam,2004,48203,Congregate Meals
37,Putnam,2004,18688,Home Delivered Meals
38,Rensselaer,2004,56818,Congregate Meals
38,Rensselaer,2004,117755,Home Delivered Meals
39,Rockland,2004,56813,Congregate Meals
39,Rockland,2004,77300,Home Delivered Meals
40,St. Lawrence,2004,56668,Congregate Meals
40,St. Lawrence,2004,79883,Home Delivered Meals
41,Saratoga,2004,64087,Congregate Meals
41,Saratoga,2004,176273,Home Delivered Meals
42,Schenectady,2004,43421,Congregate Meals
42,Schenectady,2004,112461,Home Delivered Meals
43,Schoharie,2004,7531,Congregate Meals
43,Schoharie,2004,43777,Home Delivered Meals
44,Schuyler,2004,17504,Congregate Meals
44,Schuyler,2004,26221,Home Delivered Meals
45,Seneca,2004,17711,Congregate Meals
45,Seneca,2004,41080,Home Delivered Meals
46,Steuben,2004,45424,Congregate Meals
46,Steuben,2004,110962,Home Delivered Meals
47,Suffolk,2004,280206,Congregate Meals
47,Suffolk,2004,371398,Home Delivered Meals
48,Sullivan,2004,25061,Congregate Meals
48,Sullivan,2004,71511,Home Delivered Meals
49,Tioga,2004,7678,Congregate Meals
49,Tioga,2004,49261,Home Delivered Meals
50,Tompkins,2004,30785,Congregate Meals
50,Tompkins,2004,141158,Home Delivered Meals
51,Ulster,2004,23558,Congregate Meals
51,Ulster,2004,145053,Home Delivered Meals
52,Warren/Hamilton,2004,55027,Congregate Meals
52,Warren/Hamilton,2004,145169,Home Delivered Meals
53,Washington,2004,25178,Congregate Meals
53,Washington,2004,94985,Home Delivered Meals
54,Wayne,2004,24569,Congregate Meals
54,Wayne,2004,40752,Home Delivered Meals
55,Westchester,2004,234119,Congregate Meals
55,Westchester,2004,281591,Home Delivered Meals
56,Wyoming,2004,7798,Congregate Meals
56,Wyoming,2004,45244,Home Delivered Meals
57,Yates,2004,15853,Congregate Meals
57,Yates,2004,16775,Home Delivered Meals
60,New York City,2004,8577591,Congregate Meals
60,New York City,2004,5899979,Home Delivered Meals
62,Seneca Nation,2004,8887,Congregate Meals
62,Seneca Nation,2004,10555,Home Delivered Meals
63,St. Regis,2004,9238,Congregate Meals
63,St. Regis,2004,12525,Home Delivered Meals
1,Albany,2005,70940,Congregate Meals
1,Albany,2005,211471,Home Delivered Meals
2,Allegany,2005,21140,Congregate Meals
2,Allegany,2005,93006,Home Delivered Meals
3,Broome,2005,108242,Congregate Meals
3,Broome,2005,169039,Home Delivered Meals
4,Cattaraugus,2005,77246,Congregate Meals
4,Cattaraugus,2005,106307,Home Delivered Meals
5,Cayuga,2005,12525,Congregate Meals
5,Cayuga,2005,69368,Home Delivered Meals
6,Chautauqua,2005,55970,Congregate Meals
6,Chautauqua,2005,192447,Home Delivered Meals
7,Chemung,2005,47928,Congregate Meals
7,Chemung,2005,40088,Home Delivered Meals
8,Chenango,2005,21755,Congregate Meals
8,Chenango,2005,73612,Home Delivered Meals
9,Clinton,2005,39454,Congregate Meals
9,Clinton,2005,122266,Home Delivered Meals
10,Columbia,2005,20110,Congregate Meals
10,Columbia,2005,71958,Home Delivered Meals
11,Cortland,2005,53586,Congregate Meals
11,Cortland,2005,63510,Home Delivered Meals
12,Delaware,2005,30797,Congregate Meals
12,Delaware,2005,44727,Home Delivered Meals
13,Dutchess,2005,42266,Congregate Meals
13,Dutchess,2005,103934,Home Delivered Meals
14,Erie,2005,414082,Congregate Meals
14,Erie,2005,714851,Home Delivered Meals
15,Essex,2005,48250,Congregate Meals
15,Essex,2005,133821,Home Delivered Meals
16,Franklin,2005,50585,Congregate Meals
16,Franklin,2005,106190,Home Delivered Meals
17,Fulton,2005,18867,Congregate Meals
17,Fulton,2005,71019,Home Delivered Meals
18,Genesee,2005,10335,Congregate Meals
18,Genesee,2005,30688,Home Delivered Meals
19,Greene,2005,29095,Congregate Meals
19,Greene,2005,61045,Home Delivered Meals
21,Herkimer,2005,21902,Congregate Meals
21,Herkimer,2005,64713,Home Delivered Meals
22,Jefferson,2005,33479,Congregate Meals
22,Jefferson,2005,91794,Home Delivered Meals
23,Lewis,2005,23580,Congregate Meals
23,Lewis,2005,47672,Home Delivered Meals
24,Livingston,2005,11348,Congregate Meals
24,Livingston,2005,41982,Home Delivered Meals
25,Madison,2005,43722,Congregate Meals
25,Madison,2005,108233,Home Delivered Meals
26,Monroe,2005,168227,Congregate Meals
26,Monroe,2005,148713,Home Delivered Meals
27,Montgomery,2005,12663,Congregate Meals
27,Montgomery,2005,60079,Home Delivered Meals
28,Nassau,2005,263452,Congregate Meals
28,Nassau,2005,410734,Home Delivered Meals
29,Niagara,2005,112025,Congregate Meals
29,Niagara,2005,98114,Home Delivered Meals
30,Oneida,2005,72618,Congregate Meals
30,Oneida,2005,300180,Home Delivered Meals
31,Onondaga,2005,170106,Congregate Meals
31,Onondaga,2005,180946,Home Delivered Meals
32,Ontario,2005,12399,Congregate Meals
32,Ontario,2005,89298,Home Delivered Meals
33,Orange,2005,31012,Congregate Meals
33,Orange,2005,139590,Home Delivered Meals
34,Orleans,2005,10836,Congregate Meals
34,Orleans,2005,27328,Home Delivered Meals
35,Oswego,2005,25779,Congregate Meals
35,Oswego,2005,198905,Home Delivered Meals
36,Otsego,2005,36297,Congregate Meals
36,Otsego,2005,71996,Home Delivered Meals
37,Putnam,2005,47384,Congregate Meals
37,Putnam,2005,19634,Home Delivered Meals
38,Rensselaer,2005,44582,Congregate Meals
38,Rensselaer,2005,117810,Home Delivered Meals
39,Rockland,2005,53116,Congregate Meals
39,Rockland,2005,80952,Home Delivered Meals
40,St. Lawrence,2005,59548,Congregate Meals
40,St. Lawrence,2005,88954,Home Delivered Meals
41,Saratoga,2005,56147,Congregate Meals
41,Saratoga,2005,177135,Home Delivered Meals
42,Schenectady,2005,37438,Congregate Meals
42,Schenectady,2005,112778,Home Delivered Meals
43,Schoharie,2005,7619,Congregate Meals
43,Schoharie,2005,46427,Home Delivered Meals
44,Schuyler,2005,15208,Congregate Meals
44,Schuyler,2005,29788,Home Delivered Meals
45,Seneca,2005,16806,Congregate Meals
45,Seneca,2005,38450,Home Delivered Meals
46,Steuben,2005,40846,Congregate Meals
46,Steuben,2005,111102,Home Delivered Meals
47,Suffolk,2005,279138,Congregate Meals
47,Suffolk,2005,350181,Home Delivered Meals
48,Sullivan,2005,23555,Congregate Meals
48,Sullivan,2005,69626,Home Delivered Meals
49,Tioga,2005,7971,Congregate Meals
49,Tioga,2005,44470,Home Delivered Meals
50,Tompkins,2005,30942,Congregate Meals
50,Tompkins,2005,151410,Home Delivered Meals
51,Ulster,2005,19789,Congregate Meals
51,Ulster,2005,141556,Home Delivered Meals
52,Warren/Hamilton,2005,57347,Congregate Meals
52,Warren/Hamilton,2005,136673,Home Delivered Meals
53,Washington,2005,27853,Congregate Meals
53,Washington,2005,83993,Home Delivered Meals
54,Wayne,2005,21420,Congregate Meals
54,Wayne,2005,36273,Home Delivered Meals
55,Westchester,2005,221107,Congregate Meals
55,Westchester,2005,279178,Home Delivered Meals
56,Wyoming,2005,7445,Congregate Meals
56,Wyoming,2005,50279,Home Delivered Meals
57,Yates,2005,18625,Congregate Meals
57,Yates,2005,15282,Home Delivered Meals
60,New York City,2005,8793702,Congregate Meals
60,New York City,2005,5557168,Home Delivered Meals
62,Seneca Nation,2005,8520,Congregate Meals
62,Seneca Nation,2005,13060,Home Delivered Meals
63,St. Regis,2005,8946,Congregate Meals
63,St. Regis,2005,10661,Home Delivered Meals
1,Albany,2006,73248,Congregate Meals
1,Albany,2006,210608,Home Delivered Meals
2,Allegany,2006,23242,Congregate Meals
2,Allegany,2006,92377,Home Delivered Meals
3,Broome,2006,100170,Congregate Meals
3,Broome,2006,159953,Home Delivered Meals
4,Cattaraugus,2006,75685,Congregate Meals
4,Cattaraugus,2006,107214,Home Delivered Meals
5,Cayuga,2006,12068,Congregate Meals
5,Cayuga,2006,42692,Home Delivered Meals
6,Chautauqua,2006,55326,Congregate Meals
6,Chautauqua,2006,192705,Home Delivered Meals
7,Chemung,2006,44832,Congregate Meals
7,Chemung,2006,39171,Home Delivered Meals
8,Chenango,2006,20682,Congregate Meals
8,Chenango,2006,72977,Home Delivered Meals
9,Clinton,2006,42151,Congregate Meals
9,Clinton,2006,124757,Home Delivered Meals
10,Columbia,2006,23651,Congregate Meals
10,Columbia,2006,70195,Home Delivered Meals
11,Cortland,2006,55784,Congregate Meals
11,Cortland,2006,63834,Home Delivered Meals
12,Delaware,2006,31604,Congregate Meals
12,Delaware,2006,48153,Home Delivered Meals
13,Dutchess,2006,41180,Congregate Meals
13,Dutchess,2006,103522,Home Delivered Meals
14,Erie,2006,381545,Congregate Meals
14,Erie,2006,690138,Home Delivered Meals
15,Essex,2006,41095,Congregate Meals
15,Essex,2006,142241,Home Delivered Meals
16,Franklin,2006,48801,Congregate Meals
16,Franklin,2006,113188,Home Delivered Meals
17,Fulton,2006,20056,Congregate Meals
17,Fulton,2006,70525,Home Delivered Meals
18,Genesee,2006,12608,Congregate Meals
18,Genesee,2006,26812,Home Delivered Meals
19,Greene,2006,34178,Congregate Meals
19,Greene,2006,61508,Home Delivered Meals
21,Herkimer,2006,24723,Congregate Meals
21,Herkimer,2006,59630,Home Delivered Meals
22,Jefferson,2006,30997,Congregate Meals
22,Jefferson,2006,89578,Home Delivered Meals
23,Lewis,2006,24881,Congregate Meals
23,Lewis,2006,39862,Home Delivered Meals
24,Livingston,2006,10667,Congregate Meals
24,Livingston,2006,42263,Home Delivered Meals
25,Madison,2006,42781,Congregate Meals
25,Madison,2006,114311,Home Delivered Meals
26,Monroe,2006,168265,Congregate Meals
26,Monroe,2006,141988,Home Delivered Meals
27,Montgomery,2006,8210,Congregate Meals
27,Montgomery,2006,57279,Home Delivered Meals
28,Nassau,2006,251675,Congregate Meals
28,Nassau,2006,520690,Home Delivered Meals
29,Niagara,2006,104554,Congregate Meals
29,Niagara,2006,105339,Home Delivered Meals
30,Oneida,2006,64074,Congregate Meals
30,Oneida,2006,302909,Home Delivered Meals
31,Onondaga,2006,160183,Congregate Meals
31,Onondaga,2006,213492,Home Delivered Meals
32,Ontario,2006,12814,Congregate Meals
32,Ontario,2006,88535,Home Delivered Meals
33,Orange,2006,30725,Congregate Meals
33,Orange,2006,145377,Home Delivered Meals
34,Orleans,2006,11409,Congregate Meals
34,Orleans,2006,21934,Home Delivered Meals
35,Oswego,2006,20854,Congregate Meals
35,Oswego,2006,228427,Home Delivered Meals
36,Otsego,2006,34209,Congregate Meals
36,Otsego,2006,72373,Home Delivered Meals
37,Putnam,2006,51335,Congregate Meals
37,Putnam,2006,18008,Home Delivered Meals
38,Rensselaer,2006,49643,Congregate Meals
38,Rensselaer,2006,113278,Home Delivered Meals
39,Rockland,2006,56026,Congregate Meals
39,Rockland,2006,92006,Home Delivered Meals
40,St. Lawrence,2006,60810,Congregate Meals
